Country,Year,Subject Area,Percentage
Namibia,2022,Social Sciences,9.91
Namibia,2023,Social Sciences,12.66
Namibia,2024,Social Sciences,12.83
Nepal,2018,Social Sciences,7.88
Nepal,2019,Social Sciences,12.71
Nepal,2020,Social Sciences,10.76
Nepal,2021,Social Sciences,10.64
Nepal,2022,Social Sciences,8.62
Nepal,2023,Social Sciences,9.02
Nepal,2024,Social Sciences,10.63
Netherlands,2018,Social Sciences,0.0
Netherlands,2019,Social Sciences,0.0
Netherlands,2020,Social Sciences,0.0
Netherlands,2021,Social Sciences,0.0
Netherlands,2022,Social Sciences,0.0
Netherlands,2023,Social Sciences,0.0
Netherlands,2024,Social Sciences,0.0
New Zealand,2018,Social Sciences,0.0
New Zealand,2019,Social Sciences,0.0
New Zealand,2020,Social Sciences,0.0
New Zealand,2021,Social Sciences,0.0
New Zealand,2022,Social Sciences,0.0
New Zealand,2023,Social Sciences,0.0
New Zealand,2024,Social Sciences,0.0
Nicaragua,2019,Social Sciences,8.07
Nicaragua,2020,Social Sciences,5.73
Nicaragua,2021,Social Sciences,8.22
Nicaragua,2022,Social Sciences,7.19
Nicaragua,2023,Social Sciences,10.15
Nicaragua,2024,Social Sciences,8.61
Niger,2018,Social Sciences,6.27
Niger,2019,Social Sciences,5.02
Niger,2020,Social Sciences,7.05
Niger,2021,Social Sciences,6.88
Niger,2022,Social Sciences,5.69
Niger,2023,Social Sciences,6.8
Niger,2024,Social Sciences,4.46
Nigeria,2018,Social Sciences,0.0
Nigeria,2019,Social Sciences,0.0
Nigeria,2020,Social Sciences,0.0
Nigeria,2021,Social Sciences,0.0
Nigeria,2022,Social Sciences,0.0
Nigeria,2023,Social Sciences,0.0
Nigeria,2024,Social Sciences,0.0
North Macedonia,2018,Social Sciences,7.63
North Macedonia,2019,Social Sciences,7.77
North Macedonia,2020,Social Sciences,8.56
North Macedonia,2021,Social Sciences,9.51
North Macedonia,2022,Social Sciences,8.06
North Macedonia,2023,Social Sciences,10.17
North Macedonia,2024,Social Sciences,8.59
Norway,2018,Social Sciences,0.0
Norway,2019,Social Sciences,0.0
Norway,2020,Social Sciences,0.0
Norway,2021,Social Sciences,0.0
Norway,2022,Social Sciences,0.0
Norway,2023,Social Sciences,0.0
Norway,2024,Social Sciences,0.0
Oman,2018,Social Sciences,5.87
Oman,2019,Social Sciences,5.86
Oman,2020,Social Sciences,6.97
Oman,2022,Social Sciences,6.59
Oman,2023,Social Sciences,7.31
Oman,2024,Social Sciences,9.43
Pakistan,2018,Social Sciences,0.0
Pakistan,2020,Social Sciences,0.0
Pakistan,2021,Social Sciences,0.0
Pakistan,2022,Social Sciences,0.0
Pakistan,2023,Social Sciences,0.0
Pakistan,2024,Social Sciences,0.0
Palestine,2018,Social Sciences,6.85
Palestine,2019,Social Sciences,6.74
Palestine,2020,Social Sciences,8.61
Palestine,2021,Social Sciences,6.92
Palestine,2022,Social Sciences,8.97
Palestine,2023,Social Sciences,9.5
Palestine,2024,Social Sciences,12.25
Panama,2018,Social Sciences,3.82
Panama,2019,Social Sciences,3.32
Panama,2020,Social Sciences,5.04
Panama,2021,Social Sciences,4.14
Panama,2022,Social Sciences,4.66
Panama,2023,Social Sciences,6.1
Panama,2024,Social Sciences,5.57
Papua New Guinea,2018,Social Sciences,11.57
Papua New Guinea,2019,Social Sciences,10.35
Papua New Guinea,2020,Social Sciences,8.78
Papua New Guinea,2021,Social Sciences,8.26
Papua New Guinea,2022,Social Sciences,9.75
Papua New Guinea,2023,Social Sciences,10.88
Papua New Guinea,2024,Social Sciences,5.22
Paraguay,2018,Social Sciences,6.69
Paraguay,2019,Social Sciences,8.76
Paraguay,2020,Social Sciences,5.71
Paraguay,2021,Social Sciences,5.97
Paraguay,2022,Social Sciences,5.55
Paraguay,2023,Social Sciences,6.96
Paraguay,2024,Social Sciences,9.13
Peru,2018,Social Sciences,11.91
Peru,2019,Social Sciences,13.16
Peru,2020,Social Sciences,0.0
Peru,2021,Social Sciences,0.0
Peru,2022,Social Sciences,0.0
Peru,2023,Social Sciences,0.0
Peru,2024,Social Sciences,0.0
Philippines,2018,Social Sciences,12.05
Philippines,2019,Social Sciences,0.0
Philippines,2020,Social Sciences,0.0
Philippines,2021,Social Sciences,0.0
Philippines,2022,Social Sciences,0.0
Philippines,2023,Social Sciences,0.0
Philippines,2024,Social Sciences,0.0
Poland,2018,Social Sciences,0.0
Poland,2019,Social Sciences,0.0
Poland,2020,Social Sciences,0.0
Poland,2021,Social Sciences,0.0
Poland,2022,Social Sciences,0.0
Poland,2023,Social Sciences,0.0
Poland,2024,Social Sciences,0.0
Portugal,2018,Social Sciences,0.0
Portugal,2019,Social Sciences,0.0
Portugal,2020,Social Sciences,0.0
Portugal,2021,Social Sciences,0.0
Portugal,2022,Social Sciences,0.0
Portugal,2023,Social Sciences,0.0
Portugal,2024,Social Sciences,0.0
Puerto Rico,2018,Social Sciences,7.95
Puerto Rico,2019,Social Sciences,7.44
Puerto Rico,2020,Social Sciences,6.61
Puerto Rico,2021,Social Sciences,6.97
Puerto Rico,2022,Social Sciences,5.85
Puerto Rico,2023,Social Sciences,6.06
Puerto Rico,2024,Social Sciences,5.65
Qatar,2018,Social Sciences,6.98
Qatar,2019,Social Sciences,8.25
Qatar,2020,Social Sciences,8.22
Qatar,2021,Social Sciences,9.91
Qatar,2022,Social Sciences,10.55
Qatar,2023,Social Sciences,12.52
Qatar,2024,Social Sciences,12.41
Romania,2018,Social Sciences,0.0
Romania,2019,Social Sciences,0.0
Romania,2020,Social Sciences,0.0
Romania,2021,Social Sciences,0.0
Romania,2022,Social Sciences,0.0
Romania,2023,Social Sciences,0.0
Romania,2024,Social Sciences,0.0
Russian Federation,2018,Social Sciences,0.0
Russian Federation,2019,Social Sciences,0.0
Russian Federation,2020,Social Sciences,0.0
Russian Federation,2021,Social Sciences,0.0
Russian Federation,2022,Social Sciences,0.0
Russian Federation,2023,Social Sciences,0.0
Russian Federation,2024,Social Sciences,0.0
Rwanda,2018,Social Sciences,9.69
Rwanda,2019,Social Sciences,9.91
Rwanda,2020,Social Sciences,9.77
Rwanda,2021,Social Sciences,9.75
Rwanda,2022,Social Sciences,11.46
Rwanda,2023,Social Sciences,9.82
Rwanda,2024,Social Sciences,10.6
Saudi Arabia,2018,Social Sciences,18.04
Saudi Arabia,2019,Social Sciences,0.0
Saudi Arabia,2020,Social Sciences,0.0
Saudi Arabia,2021,Social Sciences,0.0
Saudi Arabia,2022,Social Sciences,0.0
Saudi Arabia,2023,Social Sciences,0.0
Saudi Arabia,2024,Social Sciences,0.0
Senegal,2018,Social Sciences,6.88
Senegal,2019,Social Sciences,5.63
Senegal,2020,Social Sciences,6.23
Senegal,2021,Social Sciences,5.79
Senegal,2022,Social Sciences,7.86
Senegal,2023,Social Sciences,7.19
Senegal,2024,Social Sciences,8.41
Serbia,2018,Social Sciences,9.04
Serbia,2019,Social Sciences,0.0
Serbia,2020,Social Sciences,0.0
Serbia,2021,Social Sciences,0.0
Serbia,2022,Social Sciences,0.0
Serbia,2023,Social Sciences,0.0
Serbia,2024,Social Sciences,0.0
Seychelles,2018,Social Sciences,4.65
Seychelles,2019,Social Sciences,5.38
Seychelles,2020,Social Sciences,4.73
Seychelles,2021,Social Sciences,6.95
Seychelles,2022,Social Sciences,6.93
Seychelles,2023,Social Sciences,9.46
Seychelles,2024,Social Sciences,5.03
Sierra Leone,2018,Social Sciences,8.59
Sierra Leone,2019,Social Sciences,8.79
Sierra Leone,2020,Social Sciences,8.76
Sierra Leone,2021,Social Sciences,8.12
Sierra Leone,2022,Social Sciences,10.55
Sierra Leone,2023,Social Sciences,10.89
Sierra Leone,2024,Social Sciences,9.44
Singapore,2018,Social Sciences,0.0
Singapore,2019,Social Sciences,0.0
Singapore,2020,Social Sciences,0.0
Singapore,2021,Social Sciences,0.0
Singapore,2022,Social Sciences,0.0
Singapore,2023,Social Sciences,0.0
Singapore,2024,Social Sciences,0.0
Slovakia,2018,Social Sciences,0.0
Slovakia,2019,Social Sciences,0.0
Slovakia,2020,Social Sciences,0.0
Slovakia,2021,Social Sciences,0.0
Slovakia,2022,Social Sciences,0.0
Slovakia,2023,Social Sciences,0.0
Slovakia,2024,Social Sciences,0.0
Slovenia,2018,Social Sciences,0.0
Slovenia,2019,Social Sciences,0.0
Slovenia,2020,Social Sciences,0.0
Slovenia,2021,Social Sciences,0.0
Slovenia,2023,Social Sciences,0.0
Slovenia,2024,Social Sciences,0.0
Somalia,2018,Social Sciences,8.77
Somalia,2019,Social Sciences,13.04
Somalia,2020,Social Sciences,8.67
Somalia,2021,Social Sciences,11.89
Somalia,2022,Social Sciences,7.16
Somalia,2023,Social Sciences,8.47
Somalia,2024,Social Sciences,9.91
South Africa,2018,Social Sciences,0.0
South Africa,2019,Social Sciences,0.0
South Africa,2020,Social Sciences,0.0
South Africa,2021,Social Sciences,0.0
South Africa,2022,Social Sciences,0.0
South Africa,2023,Social Sciences,0.0
South Africa,2024,Social Sciences,0.0
South Korea,2018,Social Sciences,0.0
South Korea,2019,Social Sciences,0.0
South Korea,2020,Social Sciences,0.0
South Korea,2021,Social Sciences,0.0
South Korea,2022,Social Sciences,0.0
South Korea,2023,Social Sciences,0.0
South Korea,2024,Social Sciences,0.0
South Sudan,2018,Social Sciences,7.61
South Sudan,2019,Social Sciences,1.67
South Sudan,2020,Social Sciences,4.58
South Sudan,2021,Social Sciences,4.1
South Sudan,2022,Social Sciences,4.3
South Sudan,2023,Social Sciences,4.27
South Sudan,2024,Social Sciences,5.9
Spain,2018,Social Sciences,0.0
Spain,2019,Social Sciences,0.0
Spain,2020,Social Sciences,0.0
Spain,2021,Social Sciences,0.0
Spain,2022,Social Sciences,0.0
Spain,2023,Social Sciences,0.0
Spain,2024,Social Sciences,0.0
Sri Lanka,2018,Social Sciences,7.86
Sri Lanka,2019,Social Sciences,8.63
Sri Lanka,2020,Social Sciences,5.77
Sri Lanka,2021,Social Sciences,6.72
Sri Lanka,2022,Social Sciences,10.41
Sri Lanka,2023,Social Sciences,9.62
Sri Lanka,2024,Social Sciences,7.09
Sudan,2018,Social Sciences,3.53
Sudan,2019,Social Sciences,3.57
Sudan,2020,Social Sciences,4.62
Sudan,2021,Social Sciences,2.95
Sudan,2022,Social Sciences,3.39
Sudan,2023,Social Sciences,3.55
Sudan,2024,Social Sciences,4.75
Swaziland,2018,Social Sciences,9.3
Swaziland,2019,Social Sciences,11.15
Swaziland,2020,Social Sciences,11.68
Swaziland,2021,Social Sciences,13.21
Swaziland,2022,Social Sciences,11.78
Swaziland,2023,Social Sciences,17.17
Swaziland,2024,Social Sciences,15.09
Sweden,2018,Social Sciences,0.0
Sweden,2019,Social Sciences,0.0
Sweden,2020,Social Sciences,0.0
Sweden,2021,Social Sciences,0.0
Sweden,2022,Social Sciences,0.0
Sweden,2023,Social Sciences,0.0
Sweden,2024,Social Sciences,0.0
Switzerland,2018,Social Sciences,0.0
Switzerland,2019,Social Sciences,0.0
Switzerland,2020,Social Sciences,0.0
Switzerland,2021,Social Sciences,0.0
Switzerland,2022,Social Sciences,0.0
Switzerland,2023,Social Sciences,0.0
Switzerland,2024,Social Sciences,0.0
Syrian Arab Republic,2018,Social Sciences,3.73
Syrian Arab Republic,2019,Social Sciences,3.25
Syrian Arab Republic,2020,Social Sciences,2.83
Syrian Arab Republic,2021,Social Sciences,3.14
Syrian Arab Republic,2022,Social Sciences,3.21
Syrian Arab Republic,2023,Social Sciences,3.47
Syrian Arab Republic,2024,Social Sciences,4.59
Taiwan,2018,Social Sciences,0.0
Taiwan,2019,Social Sciences,0.0
Taiwan,2020,Social Sciences,0.0
Taiwan,2021,Social Sciences,0.0
Taiwan,2022,Social Sciences,0.0
Taiwan,2023,Social Sciences,0.0
Taiwan,2024,Social Sciences,0.0
Tanzania,2018,Social Sciences,10.69
Tanzania,2019,Social Sciences,9.99
Tanzania,2020,Social Sciences,11.72
Tanzania,2021,Social Sciences,13.18
Tanzania,2022,Social Sciences,12.36
Tanzania,2023,Social Sciences,14.57
Tanzania,2024,Social Sciences,15.04
Thailand,2018,Social Sciences,0.0
Thailand,2019,Social Sciences,0.0
Thailand,2020,Social Sciences,0.0
Thailand,2021,Social Sciences,0.0
Thailand,2022,Social Sciences,0.0
Thailand,2023,Social Sciences,0.0
Thailand,2024,Social Sciences,0.0
Timor-Leste,2018,Social Sciences,11.69
Timor-Leste,2019,Social Sciences,7.5
Timor-Leste,2020,Social Sciences,14.29
Timor-Leste,2021,Social Sciences,10.62
Timor-Leste,2022,Social Sciences,14.44
Timor-Leste,2023,Social Sciences,9.92
Timor-Leste,2024,Social Sciences,13.1
Togo,2018,Social Sciences,3.01
Togo,2019,Social Sciences,4.34
Togo,2020,Social Sciences,5.18
Togo,2021,Social Sciences,4.81
Togo,2022,Social Sciences,5.35
Togo,2023,Social Sciences,6.17
Togo,2024,Social Sciences,9.84
Trinidad and Tobago,2018,Social Sciences,12.22
Trinidad and Tobago,2019,Social Sciences,13.63
Trinidad and Tobago,2020,Social Sciences,15.02
Trinidad and Tobago,2021,Social Sciences,12.15
Trinidad and Tobago,2022,Social Sciences,15.4
Trinidad and Tobago,2023,Social Sciences,13.06
Trinidad and Tobago,2024,Social Sciences,14.4
Tunisia,2018,Social Sciences,3.79
Tunisia,2019,Social Sciences,4.29
Tunisia,2020,Social Sciences,5.48
Tunisia,2021,Social Sciences,6.57
Tunisia,2022,Social Sciences,9.22
Tunisia,2023,Social Sciences,7.8
Tunisia,2024,Social Sciences,7.82
Turkey,2018,Social Sciences,0.0
Turkey,2019,Social Sciences,0.0
Turkey,2020,Social Sciences,0.0
Turkey,2021,Social Sciences,0.0
Turkey,2022,Social Sciences,0.0
Turkey,2023,Social Sciences,0.0
Turkey,2024,Social Sciences,0.0
Uganda,2018,Social Sciences,14.83
Uganda,2019,Social Sciences,15.36
Uganda,2020,Social Sciences,15.46
Uganda,2021,Social Sciences,14.56
Uganda,2022,Social Sciences,14.87
Uganda,2023,Social Sciences,14.76
Uganda,2024,Social Sciences,13.24
Ukraine,2018,Social Sciences,12.73
Ukraine,2019,Social Sciences,0.0
Ukraine,2020,Social Sciences,0.0
Ukraine,2021,Social Sciences,0.0
Ukraine,2022,Social Sciences,0.0
Ukraine,2023,Social Sciences,0.0
Ukraine,2024,Social Sciences,0.0
United Arab Emirates,2018,Social Sciences,8.84
United Arab Emirates,2019,Social Sciences,0.0
United Arab Emirates,2020,Social Sciences,0.0
United Arab Emirates,2021,Social Sciences,0.0
United Arab Emirates,2022,Social Sciences,0.0
United Arab Emirates,2023,Social Sciences,0.0
United Arab Emirates,2024,Social Sciences,0.0
United Kingdom,2018,Social Sciences,0.0
United Kingdom,2019,Social Sciences,
United Kingdom,2020,Social Sciences,
United Kingdom,2021,Social Sciences,
United Kingdom,2022,Social Sciences,
United Kingdom,2023,Social Sciences,
United Kingdom,2024,Social Sciences,
United States,2018,Social Sciences,0.0
United States,2019,Social Sciences,0.0
United States,2020,Social Sciences,
United States,2021,Social Sciences,
United States,2022,Social Sciences,
United States,2023,Social Sciences,
United States,2024,Social Sciences,
Uruguay,2018,Social Sciences,6.86
Uruguay,2019,Social Sciences,7.99
Uruguay,2020,Social Sciences,9.05
Uruguay,2021,Social Sciences,8.63
Uruguay,2022,Social Sciences,9.16
Uruguay,2023,Social Sciences,9.21
Uruguay,2024,Social Sciences,9.35
Uzbekistan,2018,Social Sciences,3.09
Uzbekistan,2019,Social Sciences,7.98
Uzbekistan,2020,Social Sciences,5.79
Uzbekistan,2021,Social Sciences,7.77
Uzbekistan,2022,Social Sciences,5.04
Uzbekistan,2023,Social Sciences,4.99
Uzbekistan,2024,Social Sciences,7.37
Venezuela,2018,Social Sciences,7.88
Venezuela,2019,Social Sciences,7.6
Venezuela,2020,Social Sciences,8.69
Venezuela,2021,Social Sciences,9.12
Venezuela,2022,Social Sciences,9.88
Venezuela,2023,Social Sciences,10.41
Venezuela,2024,Social Sciences,8.83
Viet Nam,2018,Social Sciences,8.66
Viet Nam,2019,Social Sciences,0.0
Viet Nam,2020,Social Sciences,0.0
Viet Nam,2021,Social Sciences,0.0
Viet Nam,2022,Social Sciences,0.0
Viet Nam,2023,Social Sciences,0.0
Viet Nam,2024,Social Sciences,0.0
Yemen,2018,Social Sciences,3.23
Yemen,2019,Social Sciences,7.1
Yemen,2020,Social Sciences,3.36
Yemen,2021,Social Sciences,3.1
Yemen,2022,Social Sciences,2.61
Yemen,2023,Social Sciences,4.57
Yemen,2024,Social Sciences,4.3
Zambia,2018,Social Sciences,8.96
Zambia,2019,Social Sciences,10.08
Zambia,2020,Social Sciences,8.39
Zambia,2021,Social Sciences,8.27
Zambia,2022,Social Sciences,7.51
Zambia,2023,Social Sciences,9.41
Zambia,2024,Social Sciences,7.88
Zimbabwe,2018,Social Sciences,17.87
Zimbabwe,2019,Social Sciences,16.96
Zimbabwe,2020,Social Sciences,17.49
Zimbabwe,2021,Social Sciences,18.3
Zimbabwe,2022,Social Sciences,15.58
Zimbabwe,2023,Social Sciences,20.68
Zimbabwe,2024,Social Sciences,17.88
Afghanistan,2018,Undefined,0.0
Afghanistan,2019,Undefined,0.0
Afghanistan,2020,Undefined,0.0
Afghanistan,2021,Undefined,0.0
Afghanistan,2022,Undefined,0.0
Afghanistan,2023,Undefined,0.0
Afghanistan,2024,Undefined,0.0
Albania,2018,Undefined,0.0
Albania,2019,Undefined,0.0
Albania,2020,Undefined,0.0
Albania,2021,Undefined,0.0
Albania,2022,Undefined,0.0
Albania,2023,Undefined,0.0
Albania,2024,Undefined,0.0
Algeria,2018,Undefined,0.0
Algeria,2019,Undefined,0.0
Algeria,2020,Undefined,0.0
Algeria,2021,Undefined,0.0
Algeria,2022,Undefined,0.0
Algeria,2023,Undefined,0.0
Algeria,2024,Undefined,0.0
Angola,2018,Undefined,0.0
Angola,2019,Undefined,0.0
Angola,2020,Undefined,0.0
Angola,2021,Undefined,0.0
Angola,2022,Undefined,0.0
Angola,2023,Undefined,0.0
Angola,2024,Undefined,0.0
Argentina,2018,Undefined,0.04
Argentina,2019,Undefined,0.0
Argentina,2020,Undefined,0.0
Argentina,2021,Undefined,0.0
Argentina,2022,Undefined,0.0
Argentina,2023,Undefined,0.0
Argentina,2024,Undefined,0.0
Armenia,2018,Undefined,0.0
Armenia,2019,Undefined,0.0
Armenia,2020,Undefined,0.0
Armenia,2021,Undefined,0.0
Armenia,2022,Undefined,0.0
Armenia,2023,Undefined,0.0
Armenia,2024,Undefined,0.0
Aruba,2018,Undefined,0.0
Aruba,2019,Undefined,0.0
Aruba,2020,Undefined,0.0
Aruba,2021,Undefined,0.0
Aruba,2022,Undefined,0.0
Aruba,2023,Undefined,0.0
Aruba,2024,Undefined,0.0
Australia,2018,Undefined,0.07
Australia,2019,Undefined,0.0
Australia,2020,Undefined,0.0
Australia,2021,Undefined,0.0
Australia,2022,Undefined,0.0
Australia,2023,Undefined,0.0
Australia,2024,Undefined,0.0
Austria,2018,Undefined,0.0
Austria,2019,Undefined,0.0
Austria,2020,Undefined,0.0
Austria,2021,Undefined,0.0
Austria,2022,Undefined,0.0
Austria,2023,Undefined,0.0
Austria,2024,Undefined,0.0
Azerbaijan,2018,Undefined,0.0
Azerbaijan,2019,Undefined,0.0
Azerbaijan,2020,Undefined,0.0
Azerbaijan,2021,Undefined,0.0
Azerbaijan,2022,Undefined,0.0
Azerbaijan,2023,Undefined,0.0
Azerbaijan,2024,Undefined,0.0
Bahrain,2018,Undefined,0.0
Bahrain,2019,Undefined,0.0
Bahrain,2020,Undefined,0.0
Bahrain,2021,Undefined,0.0
Bahrain,2022,Undefined,0.0
Bahrain,2023,Undefined,0.0
Bahrain,2024,Undefined,0.0
Bangladesh,2018,Undefined,0.0
Bangladesh,2019,Undefined,0.0
Bangladesh,2020,Undefined,0.0
Bangladesh,2021,Undefined,0.0
Bangladesh,2022,Undefined,0.0
Bangladesh,2023,Undefined,0.0
Bangladesh,2024,Undefined,0.0
Belarus,2018,Undefined,0.0
Belarus,2019,Undefined,0.02
Belarus,2020,Undefined,0.0
Belarus,2021,Undefined,0.0
Belarus,2022,Undefined,0.0
Belarus,2023,Undefined,0.0
Belarus,2024,Undefined,0.0
Belgium,2018,Undefined,0.0
Belgium,2019,Undefined,0.0
Belgium,2020,Undefined,0.0
Belgium,2021,Undefined,0.0
Belgium,2022,Undefined,0.0
Belgium,2023,Undefined,0.0
Belgium,2024,Undefined,0.0
Belize,2018,Undefined,0.0
Belize,2019,Undefined,0.0
Belize,2020,Undefined,0.0
Belize,2021,Undefined,0.0
Belize,2022,Undefined,0.0
Belize,2023,Undefined,0.0
Belize,2024,Undefined,0.0
Benin,2018,Undefined,0.0
Benin,2019,Undefined,0.0
Benin,2020,Undefined,0.0
Benin,2021,Undefined,0.0
Benin,2022,Undefined,0.0
Benin,2023,Undefined,0.0
Benin,2024,Undefined,0.0
Bhutan,2018,Undefined,0.0
Bhutan,2019,Undefined,0.0
Bhutan,2020,Undefined,0.0
Bhutan,2021,Undefined,0.0
Bhutan,2022,Undefined,0.0
Bhutan,2023,Undefined,0.0
Bhutan,2024,Undefined,0.0
Bolivia,2018,Undefined,0.0
Bolivia,2019,Undefined,0.0
Bolivia,2020,Undefined,0.0
Bolivia,2021,Undefined,0.0
Bolivia,2022,Undefined,0.0
Bolivia,2023,Undefined,0.0
Bolivia,2024,Undefined,0.0
Bosnia and Herzegovina,2018,Undefined,0.0
Bosnia and Herzegovina,2019,Undefined,0.0
Bosnia and Herzegovina,2020,Undefined,0.0
Bosnia and Herzegovina,2021,Undefined,0.0
Bosnia and Herzegovina,2022,Undefined,0.0
Bosnia and Herzegovina,2023,Undefined,0.0
Bosnia and Herzegovina,2024,Undefined,0.0
Botswana,2018,Undefined,0.0
Botswana,2019,Undefined,0.0
Botswana,2020,Undefined,0.0
Botswana,2021,Undefined,0.0
Botswana,2022,Undefined,0.0
Botswana,2023,Undefined,0.0
Botswana,2024,Undefined,0.0
Brazil,2018,Undefined,
Brazil,2019,Undefined,
Brazil,2020,Undefined,100.0
Brazil,2021,Undefined,
Brazil,2022,Undefined,
Brazil,2023,Undefined,
Brazil,2024,Undefined,
Brunei Darussalam,2018,Undefined,0.0
Brunei Darussalam,2019,Undefined,0.0
Brunei Darussalam,2020,Undefined,0.0
Brunei Darussalam,2021,Undefined,0.0
Brunei Darussalam,2022,Undefined,0.0
Brunei Darussalam,2023,Undefined,0.0
Brunei Darussalam,2024,Undefined,0.0
Bulgaria,2018,Undefined,0.0
Bulgaria,2019,Undefined,0.0
Bulgaria,2020,Undefined,0.0
Bulgaria,2021,Undefined,0.0
Bulgaria,2022,Undefined,0.0
Bulgaria,2023,Undefined,0.0
Bulgaria,2024,Undefined,0.0
Burkina Faso,2018,Undefined,0.0
Burkina Faso,2019,Undefined,0.0
Burkina Faso,2020,Undefined,0.0
Burkina Faso,2021,Undefined,0.0
Burkina Faso,2022,Undefined,0.0
Burkina Faso,2023,Undefined,0.0
Burkina Faso,2024,Undefined,0.0
Burundi,2018,Undefined,0.0
Burundi,2019,Undefined,0.0
Burundi,2020,Undefined,0.0
Burundi,2021,Undefined,0.0
Burundi,2022,Undefined,0.0
Burundi,2023,Undefined,0.0
Burundi,2024,Undefined,0.0
Cambodia,2018,Undefined,0.0
Cambodia,2019,Undefined,0.0
Cambodia,2020,Undefined,0.0
Cambodia,2021,Undefined,0.0
Cambodia,2022,Undefined,0.0
Cambodia,2023,Undefined,0.0
Cambodia,2024,Undefined,0.0
Cameroon,2018,Undefined,0.0
Cameroon,2019,Undefined,0.0
Cameroon,2020,Undefined,0.0
Cameroon,2021,Undefined,0.0
Cameroon,2022,Undefined,0.0
Cameroon,2023,Undefined,0.0
Cameroon,2024,Undefined,0.0
Canada,2018,Undefined,0.0
Canada,2019,Undefined,0.07
Canada,2020,Undefined,0.0
Canada,2021,Undefined,0.0
Canada,2022,Undefined,0.0
Canada,2023,Undefined,0.0
Canada,2024,Undefined,0.0
Cape Verde,2018,Undefined,0.0
Cape Verde,2019,Undefined,0.0
Cape Verde,2020,Undefined,0.0
Cape Verde,2021,Undefined,0.0
Cape Verde,2022,Undefined,0.0
Cape Verde,2023,Undefined,0.0
Cape Verde,2024,Undefined,0.0
Central African Republic,2018,Undefined,0.0
Central African Republic,2019,Undefined,0.0
Central African Republic,2020,Undefined,0.0
Central African Republic,2021,Undefined,0.0
Central African Republic,2022,Undefined,0.0
Central African Republic,2023,Undefined,0.0
Central African Republic,2024,Undefined,0.0
Chad,2018,Undefined,0.0
Chad,2019,Undefined,0.0
Chad,2020,Undefined,0.0
Chad,2021,Undefined,0.0
Chad,2022,Undefined,0.0
Chad,2023,Undefined,0.0
Chad,2024,Undefined,0.0
Chile,2018,Undefined,0.0
Chile,2019,Undefined,0.0
Chile,2020,Undefined,0.0
Chile,2021,Undefined,0.0
Chile,2022,Undefined,0.0
Chile,2023,Undefined,0.0
Chile,2024,Undefined,0.0
China,2018,Undefined,0.0
China,2019,Undefined,100.0
China,2020,Undefined,
China,2021,Undefined,
China,2022,Undefined,
China,2023,Undefined,
China,2024,Undefined,
Colombia,2018,Undefined,0.0
Colombia,2019,Undefined,0.0
Colombia,2020,Undefined,0.0
Colombia,2021,Undefined,0.0
Colombia,2022,Undefined,0.0
Colombia,2023,Undefined,0.0
Colombia,2024,Undefined,0.0
Congo,2018,Undefined,0.0
Congo,2019,Undefined,0.0
Congo,2020,Undefined,0.0
Congo,2021,Undefined,0.0
Congo,2022,Undefined,0.0
Congo,2023,Undefined,0.0
Congo,2024,Undefined,0.0
Costa Rica,2018,Undefined,0.0
Costa Rica,2019,Undefined,0.0
Costa Rica,2020,Undefined,0.0
Costa Rica,2021,Undefined,0.0
Costa Rica,2022,Undefined,0.0
Costa Rica,2023,Undefined,0.0
Costa Rica,2024,Undefined,0.0
Cote d'Ivoire,2018,Undefined,0.0
Cote d'Ivoire,2019,Undefined,0.0
Cote d'Ivoire,2020,Undefined,0.0
Cote d'Ivoire,2021,Undefined,0.0
Cote d'Ivoire,2022,Undefined,0.0
Cote d'Ivoire,2023,Undefined,0.0
Cote d'Ivoire,2024,Undefined,0.0
Croatia,2018,Undefined,0.0
Croatia,2019,Undefined,0.0
Croatia,2020,Undefined,0.0
Croatia,2021,Undefined,0.0
Croatia,2022,Undefined,0.0
Croatia,2023,Undefined,0.0
Croatia,2024,Undefined,0.0
Cuba,2018,Undefined,0.0
Cuba,2019,Undefined,0.0
Cuba,2020,Undefined,0.0
Cuba,2021,Undefined,0.0
Cuba,2022,Undefined,0.0
Cuba,2023,Undefined,0.0
Cuba,2024,Undefined,0.0
Cyprus,2018,Undefined,0.0
Cyprus,2019,Undefined,0.02
Cyprus,2020,Undefined,0.0
Cyprus,2021,Undefined,0.0
Cyprus,2022,Undefined,0.0
Cyprus,2023,Undefined,0.0
Cyprus,2024,Undefined,0.0
Czech Republic,2018,Undefined,0.0
Czech Republic,2019,Undefined,0.0
Czech Republic,2020,Undefined,0.0
Czech Republic,2021,Undefined,0.0
Czech Republic,2022,Undefined,0.0
Czech Republic,2023,Undefined,0.0
Czech Republic,2024,Undefined,0.0
Democratic Republic Congo,2018,Undefined,0.0
Democratic Republic Congo,2019,Undefined,0.0
Democratic Republic Congo,2020,Undefined,0.0
Democratic Republic Congo,2021,Undefined,0.0
Democratic Republic Congo,2022,Undefined,0.0
Democratic Republic Congo,2023,Undefined,0.0
Democratic Republic Congo,2024,Undefined,0.0
Denmark,2018,Undefined,0.0
Denmark,2019,Undefined,0.0
Denmark,2020,Undefined,0.0
Denmark,2021,Undefined,0.0
Denmark,2022,Undefined,0.0
Denmark,2023,Undefined,0.0
Denmark,2024,Undefined,0.0
Dominican Republic,2018,Undefined,0.0
