Subject,Identifier,EID,Title,Publication Name,Publication Date,DOI,Cited By Count,Affiliation Country,Year
PHYS,SCOPUS_ID:85098720639,2-s2.0-85098720639,Observation of electroweak production of Wγ with two jets in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-12-10T00:00:00.000Z,10.1016/j.physletb.2020.135988,28,Russian Federation,2020
PHYS,SCOPUS_ID:85098720639,2-s2.0-85098720639,Observation of electroweak production of Wγ with two jets in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-12-10T00:00:00.000Z,10.1016/j.physletb.2020.135988,28,Serbia,2020
PHYS,SCOPUS_ID:85098720639,2-s2.0-85098720639,Observation of electroweak production of Wγ with two jets in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-12-10T00:00:00.000Z,10.1016/j.physletb.2020.135988,28,South Korea,2020
PHYS,SCOPUS_ID:85098720639,2-s2.0-85098720639,Observation of electroweak production of Wγ with two jets in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-12-10T00:00:00.000Z,10.1016/j.physletb.2020.135988,28,Spain,2020
PHYS,SCOPUS_ID:85098720639,2-s2.0-85098720639,Observation of electroweak production of Wγ with two jets in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-12-10T00:00:00.000Z,10.1016/j.physletb.2020.135988,28,Sri Lanka,2020
PHYS,SCOPUS_ID:85098720639,2-s2.0-85098720639,Observation of electroweak production of Wγ with two jets in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-12-10T00:00:00.000Z,10.1016/j.physletb.2020.135988,28,Switzerland,2020
PHYS,SCOPUS_ID:85098720639,2-s2.0-85098720639,Observation of electroweak production of Wγ with two jets in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-12-10T00:00:00.000Z,10.1016/j.physletb.2020.135988,28,Taiwan,2020
PHYS,SCOPUS_ID:85098720639,2-s2.0-85098720639,Observation of electroweak production of Wγ with two jets in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-12-10T00:00:00.000Z,10.1016/j.physletb.2020.135988,28,Thailand,2020
PHYS,SCOPUS_ID:85098720639,2-s2.0-85098720639,Observation of electroweak production of Wγ with two jets in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-12-10T00:00:00.000Z,10.1016/j.physletb.2020.135988,28,Turkey,2020
PHYS,SCOPUS_ID:85098720639,2-s2.0-85098720639,Observation of electroweak production of Wγ with two jets in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-12-10T00:00:00.000Z,10.1016/j.physletb.2020.135988,28,Ukraine,2020
PHYS,SCOPUS_ID:85098720639,2-s2.0-85098720639,Observation of electroweak production of Wγ with two jets in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-12-10T00:00:00.000Z,10.1016/j.physletb.2020.135988,28,United Kingdom,2020
PHYS,SCOPUS_ID:85098720639,2-s2.0-85098720639,Observation of electroweak production of Wγ with two jets in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-12-10T00:00:00.000Z,10.1016/j.physletb.2020.135988,28,United States,2020
PHYS,SCOPUS_ID:85100408086,2-s2.0-85100408086,Tetrachloroaluminate Ion on Graphene Quantum Dots: Towards the Design of Cathode for Aluminum-ion Battery,Journal of Physics: Conference Series,2020-02-26T00:00:00.000Z,10.1088/1742-6596/1463/1/012038,3,Thailand,2020
PHYS,SCOPUS_ID:85118268411,2-s2.0-85118268411,Temporal lobe necrosis in head and neck cancer patients after proton therapy to the skull base,International Journal of Particle Therapy,2020-01-01T00:00:00.000Z,10.14338/IJPT-20-00014.1,19,China,2020
PHYS,SCOPUS_ID:85118268411,2-s2.0-85118268411,Temporal lobe necrosis in head and neck cancer patients after proton therapy to the skull base,International Journal of Particle Therapy,2020-01-01T00:00:00.000Z,10.14338/IJPT-20-00014.1,19,Thailand,2020
PHYS,SCOPUS_ID:85118268411,2-s2.0-85118268411,Temporal lobe necrosis in head and neck cancer patients after proton therapy to the skull base,International Journal of Particle Therapy,2020-01-01T00:00:00.000Z,10.14338/IJPT-20-00014.1,19,United States,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Armenia,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Austria,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Belarus,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Belgium,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Brazil,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Bulgaria,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,China,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Colombia,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Croatia,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Cyprus,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Czech Republic,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Ecuador,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Egypt,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Estonia,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Finland,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,France,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Georgia,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Germany,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Greece,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Hungary,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,India,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Iran,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Ireland,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Italy,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Latvia,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Lithuania,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Malaysia,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Mexico,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Montenegro,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,New Zealand,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Pakistan,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Poland,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Portugal,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Puerto Rico,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Russian Federation,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Serbia,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,South Korea,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Spain,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Sri Lanka,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Switzerland,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Taiwan,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Thailand,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Turkey,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,Ukraine,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,United Kingdom,2020
PHYS,SCOPUS_ID:85119387577,2-s2.0-85119387577,Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2020-02-10T00:00:00.000Z,10.1016/j.physletb.2019.135183,3,United States,2020
PSYC,SCOPUS_ID:85052580756,2-s2.0-85052580756,Family status and later-life depression among older adults in urban Latin America and the Caribbean,Ageing and Society,2020-02-01T00:00:00.000Z,10.1017/S0144686X18000879,6,Thailand,2020
PSYC,SCOPUS_ID:85052580756,2-s2.0-85052580756,Family status and later-life depression among older adults in urban Latin America and the Caribbean,Ageing and Society,2020-02-01T00:00:00.000Z,10.1017/S0144686X18000879,6,United States,2020
PSYC,SCOPUS_ID:85071187318,2-s2.0-85071187318,"Health Connections in Intergenerational Relationships: A Case Study on the Impact of Familial Activities on the Health and Well-being of Young and Elderly People in Bangkok, Thailand: Research",Journal of Intergenerational Relationships,2020-04-02T00:00:00.000Z,10.1080/15350770.2019.1657547,3,Thailand,2020
PSYC,SCOPUS_ID:85073835647,2-s2.0-85073835647,Family Matters: Rethinking the Psychology of Human Social Motivation,Perspectives on Psychological Science,2020-01-01T00:00:00.000Z,10.1177/1745691619872986,39,Australia,2020
PSYC,SCOPUS_ID:85073835647,2-s2.0-85073835647,Family Matters: Rethinking the Psychology of Human Social Motivation,Perspectives on Psychological Science,2020-01-01T00:00:00.000Z,10.1177/1745691619872986,39,Austria,2020
PSYC,SCOPUS_ID:85073835647,2-s2.0-85073835647,Family Matters: Rethinking the Psychology of Human Social Motivation,Perspectives on Psychological Science,2020-01-01T00:00:00.000Z,10.1177/1745691619872986,39,Bolivia,2020
PSYC,SCOPUS_ID:85073835647,2-s2.0-85073835647,Family Matters: Rethinking the Psychology of Human Social Motivation,Perspectives on Psychological Science,2020-01-01T00:00:00.000Z,10.1177/1745691619872986,39,Brazil,2020
PSYC,SCOPUS_ID:85073835647,2-s2.0-85073835647,Family Matters: Rethinking the Psychology of Human Social Motivation,Perspectives on Psychological Science,2020-01-01T00:00:00.000Z,10.1177/1745691619872986,39,Canada,2020
PSYC,SCOPUS_ID:85073835647,2-s2.0-85073835647,Family Matters: Rethinking the Psychology of Human Social Motivation,Perspectives on Psychological Science,2020-01-01T00:00:00.000Z,10.1177/1745691619872986,39,Chile,2020
PSYC,SCOPUS_ID:85073835647,2-s2.0-85073835647,Family Matters: Rethinking the Psychology of Human Social Motivation,Perspectives on Psychological Science,2020-01-01T00:00:00.000Z,10.1177/1745691619872986,39,China,2020
PSYC,SCOPUS_ID:85073835647,2-s2.0-85073835647,Family Matters: Rethinking the Psychology of Human Social Motivation,Perspectives on Psychological Science,2020-01-01T00:00:00.000Z,10.1177/1745691619872986,39,Colombia,2020
PSYC,SCOPUS_ID:85073835647,2-s2.0-85073835647,Family Matters: Rethinking the Psychology of Human Social Motivation,Perspectives on Psychological Science,2020-01-01T00:00:00.000Z,10.1177/1745691619872986,39,Czech Republic,2020
PSYC,SCOPUS_ID:85073835647,2-s2.0-85073835647,Family Matters: Rethinking the Psychology of Human Social Motivation,Perspectives on Psychological Science,2020-01-01T00:00:00.000Z,10.1177/1745691619872986,39,Germany,2020
PSYC,SCOPUS_ID:85073835647,2-s2.0-85073835647,Family Matters: Rethinking the Psychology of Human Social Motivation,Perspectives on Psychological Science,2020-01-01T00:00:00.000Z,10.1177/1745691619872986,39,Italy,2020
PSYC,SCOPUS_ID:85073835647,2-s2.0-85073835647,Family Matters: Rethinking the Psychology of Human Social Motivation,Perspectives on Psychological Science,2020-01-01T00:00:00.000Z,10.1177/1745691619872986,39,Japan,2020
PSYC,SCOPUS_ID:85073835647,2-s2.0-85073835647,Family Matters: Rethinking the Psychology of Human Social Motivation,Perspectives on Psychological Science,2020-01-01T00:00:00.000Z,10.1177/1745691619872986,39,New Zealand,2020
PSYC,SCOPUS_ID:85073835647,2-s2.0-85073835647,Family Matters: Rethinking the Psychology of Human Social Motivation,Perspectives on Psychological Science,2020-01-01T00:00:00.000Z,10.1177/1745691619872986,39,Pakistan,2020
PSYC,SCOPUS_ID:85073835647,2-s2.0-85073835647,Family Matters: Rethinking the Psychology of Human Social Motivation,Perspectives on Psychological Science,2020-01-01T00:00:00.000Z,10.1177/1745691619872986,39,Romania,2020
PSYC,SCOPUS_ID:85073835647,2-s2.0-85073835647,Family Matters: Rethinking the Psychology of Human Social Motivation,Perspectives on Psychological Science,2020-01-01T00:00:00.000Z,10.1177/1745691619872986,39,Russian Federation,2020
PSYC,SCOPUS_ID:85073835647,2-s2.0-85073835647,Family Matters: Rethinking the Psychology of Human Social Motivation,Perspectives on Psychological Science,2020-01-01T00:00:00.000Z,10.1177/1745691619872986,39,South Korea,2020
PSYC,SCOPUS_ID:85073835647,2-s2.0-85073835647,Family Matters: Rethinking the Psychology of Human Social Motivation,Perspectives on Psychological Science,2020-01-01T00:00:00.000Z,10.1177/1745691619872986,39,Spain,2020
PSYC,SCOPUS_ID:85073835647,2-s2.0-85073835647,Family Matters: Rethinking the Psychology of Human Social Motivation,Perspectives on Psychological Science,2020-01-01T00:00:00.000Z,10.1177/1745691619872986,39,Thailand,2020
PSYC,SCOPUS_ID:85073835647,2-s2.0-85073835647,Family Matters: Rethinking the Psychology of Human Social Motivation,Perspectives on Psychological Science,2020-01-01T00:00:00.000Z,10.1177/1745691619872986,39,Turkey,2020
PSYC,SCOPUS_ID:85073835647,2-s2.0-85073835647,Family Matters: Rethinking the Psychology of Human Social Motivation,Perspectives on Psychological Science,2020-01-01T00:00:00.000Z,10.1177/1745691619872986,39,United Kingdom,2020
PSYC,SCOPUS_ID:85073835647,2-s2.0-85073835647,Family Matters: Rethinking the Psychology of Human Social Motivation,Perspectives on Psychological Science,2020-01-01T00:00:00.000Z,10.1177/1745691619872986,39,United States,2020
PSYC,SCOPUS_ID:85074264593,2-s2.0-85074264593,Differences in the immune-inflammatory profiles of unipolar and bipolar depression,Journal of Affective Disorders,2020-02-01T00:00:00.000Z,10.1016/j.jad.2019.10.037,52,Australia,2020
PSYC,SCOPUS_ID:85074264593,2-s2.0-85074264593,Differences in the immune-inflammatory profiles of unipolar and bipolar depression,Journal of Affective Disorders,2020-02-01T00:00:00.000Z,10.1016/j.jad.2019.10.037,52,Brazil,2020
PSYC,SCOPUS_ID:85074264593,2-s2.0-85074264593,Differences in the immune-inflammatory profiles of unipolar and bipolar depression,Journal of Affective Disorders,2020-02-01T00:00:00.000Z,10.1016/j.jad.2019.10.037,52,Bulgaria,2020
PSYC,SCOPUS_ID:85074264593,2-s2.0-85074264593,Differences in the immune-inflammatory profiles of unipolar and bipolar depression,Journal of Affective Disorders,2020-02-01T00:00:00.000Z,10.1016/j.jad.2019.10.037,52,Canada,2020
PSYC,SCOPUS_ID:85074264593,2-s2.0-85074264593,Differences in the immune-inflammatory profiles of unipolar and bipolar depression,Journal of Affective Disorders,2020-02-01T00:00:00.000Z,10.1016/j.jad.2019.10.037,52,Thailand,2020
PSYC,SCOPUS_ID:85074344905,2-s2.0-85074344905,The effect of narcissistic admiration and rivalry on speaking performance,Personality and Individual Differences,2020-02-01T00:00:00.000Z,10.1016/j.paid.2019.109624,6,Thailand,2020
PSYC,SCOPUS_ID:85074344905,2-s2.0-85074344905,The effect of narcissistic admiration and rivalry on speaking performance,Personality and Individual Differences,2020-02-01T00:00:00.000Z,10.1016/j.paid.2019.109624,6,United Kingdom,2020
PSYC,SCOPUS_ID:85077165729,2-s2.0-85077165729,Profiles of psychological skill use and their relations with self- and coach-rated mental toughness in Thai athletes.,"Sport, Exercise, and Performance Psychology",2020-01-01T00:00:00.000Z,10.1037/spy0000200,0,Thailand,2020
PSYC,SCOPUS_ID:85078155476,2-s2.0-85078155476,"A multi-national, multi-disciplinary Delphi consensus study on using omega-3 polyunsaturated fatty acids (n-3 PUFAs) for the treatment of major depressive disorder",Journal of Affective Disorders,2020-03-15T00:00:00.000Z,10.1016/j.jad.2020.01.050,10,Australia,2020
PSYC,SCOPUS_ID:85078155476,2-s2.0-85078155476,"A multi-national, multi-disciplinary Delphi consensus study on using omega-3 polyunsaturated fatty acids (n-3 PUFAs) for the treatment of major depressive disorder",Journal of Affective Disorders,2020-03-15T00:00:00.000Z,10.1016/j.jad.2020.01.050,10,Israel,2020
PSYC,SCOPUS_ID:85078155476,2-s2.0-85078155476,"A multi-national, multi-disciplinary Delphi consensus study on using omega-3 polyunsaturated fatty acids (n-3 PUFAs) for the treatment of major depressive disorder",Journal of Affective Disorders,2020-03-15T00:00:00.000Z,10.1016/j.jad.2020.01.050,10,Japan,2020
PSYC,SCOPUS_ID:85078155476,2-s2.0-85078155476,"A multi-national, multi-disciplinary Delphi consensus study on using omega-3 polyunsaturated fatty acids (n-3 PUFAs) for the treatment of major depressive disorder",Journal of Affective Disorders,2020-03-15T00:00:00.000Z,10.1016/j.jad.2020.01.050,10,Taiwan,2020
PSYC,SCOPUS_ID:85078155476,2-s2.0-85078155476,"A multi-national, multi-disciplinary Delphi consensus study on using omega-3 polyunsaturated fatty acids (n-3 PUFAs) for the treatment of major depressive disorder",Journal of Affective Disorders,2020-03-15T00:00:00.000Z,10.1016/j.jad.2020.01.050,10,Thailand,2020
PSYC,SCOPUS_ID:85078155476,2-s2.0-85078155476,"A multi-national, multi-disciplinary Delphi consensus study on using omega-3 polyunsaturated fatty acids (n-3 PUFAs) for the treatment of major depressive disorder",Journal of Affective Disorders,2020-03-15T00:00:00.000Z,10.1016/j.jad.2020.01.050,10,United Kingdom,2020
PSYC,SCOPUS_ID:85078155476,2-s2.0-85078155476,"A multi-national, multi-disciplinary Delphi consensus study on using omega-3 polyunsaturated fatty acids (n-3 PUFAs) for the treatment of major depressive disorder",Journal of Affective Disorders,2020-03-15T00:00:00.000Z,10.1016/j.jad.2020.01.050,10,United States,2020
PSYC,SCOPUS_ID:85079000040,2-s2.0-85079000040,Neurodevelopmental pathways in bipolar disorder,Neuroscience and Biobehavioral Reviews,2020-05-01T00:00:00.000Z,10.1016/j.neubiorev.2020.02.005,44,Australia,2020
PSYC,SCOPUS_ID:85079000040,2-s2.0-85079000040,Neurodevelopmental pathways in bipolar disorder,Neuroscience and Biobehavioral Reviews,2020-05-01T00:00:00.000Z,10.1016/j.neubiorev.2020.02.005,44,Brazil,2020
