AGRI,SCOPUS_ID:85049217501,2-s2.0-85049217501,Omega-3 fatty acids and meloxicam supplementation and the incidence and histopathological changes associated with femoral head syndrome in broilers,Animal Production Science,2019-01-01T00:00:00.000Z,10.1071/AN17713,1,Thailand,2019
PHYS,SCOPUS_ID:85073407622,2-s2.0-85073407622,Assessment of colorimetric reading out methods for radiochromic film and red radiation-sensitive poly-methylmethacrylate,Journal of Physics: Conference Series,2019-09-17T00:00:00.000Z,10.1088/1742-6596/1285/1/012040,0,Thailand,2019
PHYS,SCOPUS_ID:85073424475,2-s2.0-85073424475,"Risk assessment to natural radiation exposure from soil samples in the Jasmine rice cultivated area, Roi et province, Thailand",Journal of Physics: Conference Series,2019-09-17T00:00:00.000Z,10.1088/1742-6596/1285/1/012014,0,Japan,2019
PHYS,SCOPUS_ID:85073424475,2-s2.0-85073424475,"Risk assessment to natural radiation exposure from soil samples in the Jasmine rice cultivated area, Roi et province, Thailand",Journal of Physics: Conference Series,2019-09-17T00:00:00.000Z,10.1088/1742-6596/1285/1/012014,0,Thailand,2019
PHYS,SCOPUS_ID:85073431911,2-s2.0-85073431911,Error detection sensitivity test using complex errors on three patient-specific VMAT QA systems,Journal of Physics: Conference Series,2019-09-17T00:00:00.000Z,10.1088/1742-6596/1285/1/012030,1,Thailand,2019
PHYS,SCOPUS_ID:85073444905,2-s2.0-85073444905,"Analysis of radiological hazards from surface soils in Khong Chiam and Sirinthon districts, Ubon Ratchathani province",Journal of Physics: Conference Series,2019-09-17T00:00:00.000Z,10.1088/1742-6596/1285/1/012017,0,Japan,2019
PHYS,SCOPUS_ID:85073444905,2-s2.0-85073444905,"Analysis of radiological hazards from surface soils in Khong Chiam and Sirinthon districts, Ubon Ratchathani province",Journal of Physics: Conference Series,2019-09-17T00:00:00.000Z,10.1088/1742-6596/1285/1/012017,0,Thailand,2019
PHYS,SCOPUS_ID:85073463109,2-s2.0-85073463109,"Radon concentration in residential areas of Bann Pang Fan, Chiang Mai province, Thailand",Journal of Physics: Conference Series,2019-09-17T00:00:00.000Z,10.1088/1742-6596/1285/1/012011,1,Thailand,2019
PHYS,SCOPUS_ID:85073464196,2-s2.0-85073464196,Natural radioactivity concentration in traditional Thai herbal medicine,Journal of Physics: Conference Series,2019-09-17T00:00:00.000Z,10.1088/1742-6596/1285/1/012010,1,Japan,2019
PHYS,SCOPUS_ID:85073464196,2-s2.0-85073464196,Natural radioactivity concentration in traditional Thai herbal medicine,Journal of Physics: Conference Series,2019-09-17T00:00:00.000Z,10.1088/1742-6596/1285/1/012010,1,Thailand,2019
PHYS,SCOPUS_ID:85073472658,2-s2.0-85073472658,Study on characteristic of Fricke xylenol gel dosimeter: Application for dose evaluation in radiotherapy,Journal of Physics: Conference Series,2019-09-17T00:00:00.000Z,10.1088/1742-6596/1285/1/012029,3,Thailand,2019
PHYS,SCOPUS_ID:85073683828,2-s2.0-85073683828,Momentum space approach to crossing symmetric CFT correlators. Part II. General spacetime dimension,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)183,36,Japan,2019
PHYS,SCOPUS_ID:85073683828,2-s2.0-85073683828,Momentum space approach to crossing symmetric CFT correlators. Part II. General spacetime dimension,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)183,36,Thailand,2019
PHYS,SCOPUS_ID:85073683828,2-s2.0-85073683828,Momentum space approach to crossing symmetric CFT correlators. Part II. General spacetime dimension,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)183,36,United States,2019
PHYS,SCOPUS_ID:85073749828,2-s2.0-85073749828,Complex plane representations and stationary states in cubic and quintic resonant systems,Journal of Physics A: Mathematical and Theoretical,2019-09-30T00:00:00.000Z,10.1088/1751-8121/ab4406,7,Belgium,2019
PHYS,SCOPUS_ID:85073749828,2-s2.0-85073749828,Complex plane representations and stationary states in cubic and quintic resonant systems,Journal of Physics A: Mathematical and Theoretical,2019-09-30T00:00:00.000Z,10.1088/1751-8121/ab4406,7,Poland,2019
PHYS,SCOPUS_ID:85073749828,2-s2.0-85073749828,Complex plane representations and stationary states in cubic and quintic resonant systems,Journal of Physics A: Mathematical and Theoretical,2019-09-30T00:00:00.000Z,10.1088/1751-8121/ab4406,7,Spain,2019
PHYS,SCOPUS_ID:85073749828,2-s2.0-85073749828,Complex plane representations and stationary states in cubic and quintic resonant systems,Journal of Physics A: Mathematical and Theoretical,2019-09-30T00:00:00.000Z,10.1088/1751-8121/ab4406,7,Thailand,2019
PHYS,SCOPUS_ID:85073752665,2-s2.0-85073752665,Radio Spectra and Sizes of Atacama Large Millimeter/submillimeter Array-identified Submillimeter Galaxies: Evidence of Age-related Spectral Curvature and Cosmic-Ray Diffusion?,Astrophysical Journal,2019-10-01T00:00:00.000Z,10.3847/1538-4357/ab32e7,16,Chile,2019
PHYS,SCOPUS_ID:85073752665,2-s2.0-85073752665,Radio Spectra and Sizes of Atacama Large Millimeter/submillimeter Array-identified Submillimeter Galaxies: Evidence of Age-related Spectral Curvature and Cosmic-Ray Diffusion?,Astrophysical Journal,2019-10-01T00:00:00.000Z,10.3847/1538-4357/ab32e7,16,Germany,2019
PHYS,SCOPUS_ID:85073752665,2-s2.0-85073752665,Radio Spectra and Sizes of Atacama Large Millimeter/submillimeter Array-identified Submillimeter Galaxies: Evidence of Age-related Spectral Curvature and Cosmic-Ray Diffusion?,Astrophysical Journal,2019-10-01T00:00:00.000Z,10.3847/1538-4357/ab32e7,16,Japan,2019
PHYS,SCOPUS_ID:85073752665,2-s2.0-85073752665,Radio Spectra and Sizes of Atacama Large Millimeter/submillimeter Array-identified Submillimeter Galaxies: Evidence of Age-related Spectral Curvature and Cosmic-Ray Diffusion?,Astrophysical Journal,2019-10-01T00:00:00.000Z,10.3847/1538-4357/ab32e7,16,Netherlands,2019
PHYS,SCOPUS_ID:85073752665,2-s2.0-85073752665,Radio Spectra and Sizes of Atacama Large Millimeter/submillimeter Array-identified Submillimeter Galaxies: Evidence of Age-related Spectral Curvature and Cosmic-Ray Diffusion?,Astrophysical Journal,2019-10-01T00:00:00.000Z,10.3847/1538-4357/ab32e7,16,Poland,2019
PHYS,SCOPUS_ID:85073752665,2-s2.0-85073752665,Radio Spectra and Sizes of Atacama Large Millimeter/submillimeter Array-identified Submillimeter Galaxies: Evidence of Age-related Spectral Curvature and Cosmic-Ray Diffusion?,Astrophysical Journal,2019-10-01T00:00:00.000Z,10.3847/1538-4357/ab32e7,16,Taiwan,2019
PHYS,SCOPUS_ID:85073752665,2-s2.0-85073752665,Radio Spectra and Sizes of Atacama Large Millimeter/submillimeter Array-identified Submillimeter Galaxies: Evidence of Age-related Spectral Curvature and Cosmic-Ray Diffusion?,Astrophysical Journal,2019-10-01T00:00:00.000Z,10.3847/1538-4357/ab32e7,16,Thailand,2019
PHYS,SCOPUS_ID:85073752665,2-s2.0-85073752665,Radio Spectra and Sizes of Atacama Large Millimeter/submillimeter Array-identified Submillimeter Galaxies: Evidence of Age-related Spectral Curvature and Cosmic-Ray Diffusion?,Astrophysical Journal,2019-10-01T00:00:00.000Z,10.3847/1538-4357/ab32e7,16,United Kingdom,2019
PHYS,SCOPUS_ID:85073752665,2-s2.0-85073752665,Radio Spectra and Sizes of Atacama Large Millimeter/submillimeter Array-identified Submillimeter Galaxies: Evidence of Age-related Spectral Curvature and Cosmic-Ray Diffusion?,Astrophysical Journal,2019-10-01T00:00:00.000Z,10.3847/1538-4357/ab32e7,16,United States,2019
PHYS,SCOPUS_ID:85073814986,2-s2.0-85073814986,Molecular clouds in the Cosmic Snake normal star-forming galaxy 8 billion years ago,Nature Astronomy,2019-12-01T00:00:00.000Z,10.1038/s41550-019-0874-0,52,France,2019
PHYS,SCOPUS_ID:85073814986,2-s2.0-85073814986,Molecular clouds in the Cosmic Snake normal star-forming galaxy 8 billion years ago,Nature Astronomy,2019-12-01T00:00:00.000Z,10.1038/s41550-019-0874-0,52,Japan,2019
PHYS,SCOPUS_ID:85073814986,2-s2.0-85073814986,Molecular clouds in the Cosmic Snake normal star-forming galaxy 8 billion years ago,Nature Astronomy,2019-12-01T00:00:00.000Z,10.1038/s41550-019-0874-0,52,Netherlands,2019
PHYS,SCOPUS_ID:85073814986,2-s2.0-85073814986,Molecular clouds in the Cosmic Snake normal star-forming galaxy 8 billion years ago,Nature Astronomy,2019-12-01T00:00:00.000Z,10.1038/s41550-019-0874-0,52,Spain,2019
PHYS,SCOPUS_ID:85073814986,2-s2.0-85073814986,Molecular clouds in the Cosmic Snake normal star-forming galaxy 8 billion years ago,Nature Astronomy,2019-12-01T00:00:00.000Z,10.1038/s41550-019-0874-0,52,Switzerland,2019
PHYS,SCOPUS_ID:85073814986,2-s2.0-85073814986,Molecular clouds in the Cosmic Snake normal star-forming galaxy 8 billion years ago,Nature Astronomy,2019-12-01T00:00:00.000Z,10.1038/s41550-019-0874-0,52,Thailand,2019
PHYS,SCOPUS_ID:85073814986,2-s2.0-85073814986,Molecular clouds in the Cosmic Snake normal star-forming galaxy 8 billion years ago,Nature Astronomy,2019-12-01T00:00:00.000Z,10.1038/s41550-019-0874-0,52,United States,2019
PHYS,SCOPUS_ID:85073874865,2-s2.0-85073874865,"Introductory notes for the acta IMEKO special section on the Asia-Pacific symposium on measurement of mass, force and torque (APMF 2017)",Acta IMEKO,2019-01-01T00:00:00.000Z,10.21014/acta_imeko.v8i3.717,0,Thailand,2019
PHYS,SCOPUS_ID:85074134520,2-s2.0-85074134520,ALMA 200 pc Resolution Imaging of Smooth Cold Dusty Disks in Typical z ∼ 3 Star-forming Galaxies,Astrophysical Journal,2019-09-10T00:00:00.000Z,10.3847/1538-4357/ab3791,44,Denmark,2019
PHYS,SCOPUS_ID:85074134520,2-s2.0-85074134520,ALMA 200 pc Resolution Imaging of Smooth Cold Dusty Disks in Typical z ∼ 3 Star-forming Galaxies,Astrophysical Journal,2019-09-10T00:00:00.000Z,10.3847/1538-4357/ab3791,44,France,2019
PHYS,SCOPUS_ID:85074134520,2-s2.0-85074134520,ALMA 200 pc Resolution Imaging of Smooth Cold Dusty Disks in Typical z ∼ 3 Star-forming Galaxies,Astrophysical Journal,2019-09-10T00:00:00.000Z,10.3847/1538-4357/ab3791,44,Greece,2019
PHYS,SCOPUS_ID:85074134520,2-s2.0-85074134520,ALMA 200 pc Resolution Imaging of Smooth Cold Dusty Disks in Typical z ∼ 3 Star-forming Galaxies,Astrophysical Journal,2019-09-10T00:00:00.000Z,10.3847/1538-4357/ab3791,44,Japan,2019
PHYS,SCOPUS_ID:85074134520,2-s2.0-85074134520,ALMA 200 pc Resolution Imaging of Smooth Cold Dusty Disks in Typical z ∼ 3 Star-forming Galaxies,Astrophysical Journal,2019-09-10T00:00:00.000Z,10.3847/1538-4357/ab3791,44,Spain,2019
PHYS,SCOPUS_ID:85074134520,2-s2.0-85074134520,ALMA 200 pc Resolution Imaging of Smooth Cold Dusty Disks in Typical z ∼ 3 Star-forming Galaxies,Astrophysical Journal,2019-09-10T00:00:00.000Z,10.3847/1538-4357/ab3791,44,Thailand,2019
PHYS,SCOPUS_ID:85074134520,2-s2.0-85074134520,ALMA 200 pc Resolution Imaging of Smooth Cold Dusty Disks in Typical z ∼ 3 Star-forming Galaxies,Astrophysical Journal,2019-09-10T00:00:00.000Z,10.3847/1538-4357/ab3791,44,United States,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Armenia,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Australia,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Austria,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Belarus,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Belgium,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Brazil,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Bulgaria,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,China,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Colombia,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Croatia,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Cyprus,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Czech Republic,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Ecuador,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Egypt,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Estonia,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Finland,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,France,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Georgia,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Germany,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Greece,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Hungary,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,India,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Iran,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Ireland,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Italy,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Latvia,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Lithuania,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Malaysia,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Mexico,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Montenegro,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,New Zealand,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Pakistan,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Poland,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Portugal,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Puerto Rico,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Qatar,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Russian Federation,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Serbia,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,South Korea,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Spain,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Sri Lanka,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Switzerland,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Taiwan,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Thailand,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Turkey,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,Ukraine,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,United Kingdom,2019
PHYS,SCOPUS_ID:85074147634,2-s2.0-85074147634,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Journal of High Energy Physics,2019-10-01T00:00:00.000Z,10.1007/JHEP10(2019)139,23,United States,2019
PHYS,SCOPUS_ID:85074164752,2-s2.0-85074164752,"An impact of harmonic currents, load levels and ambient temperatures on transformer loss of life",Journal of Physics: Conference Series,2019-09-12T00:00:00.000Z,10.1088/1742-6596/1311/1/012047,0,Thailand,2019
PHYS,SCOPUS_ID:85074171420,2-s2.0-85074171420,Application of static network reconfiguration to minimize power consumption from grid for photovoltaic systems,Journal of Physics: Conference Series,2019-09-12T00:00:00.000Z,10.1088/1742-6596/1311/1/012006,1,Thailand,2019
PHYS,SCOPUS_ID:85074310364,2-s2.0-85074310364,Natural radionuclides in agricultural plants from northern Thailand,Radiation Protection Dosimetry,2019-10-01T00:00:00.000Z,10.1093/rpd/ncz081,2,Thailand,2019
PHYS,SCOPUS_ID:85074320825,2-s2.0-85074320825,Search for pair production of vectorlike quarks in the fully hadronic final state,Physical Review D,2019-10-08T00:00:00.000Z,10.1103/PhysRevD.100.072001,70,Armenia,2019
PHYS,SCOPUS_ID:85074320825,2-s2.0-85074320825,Search for pair production of vectorlike quarks in the fully hadronic final state,Physical Review D,2019-10-08T00:00:00.000Z,10.1103/PhysRevD.100.072001,70,Australia,2019
PHYS,SCOPUS_ID:85074320825,2-s2.0-85074320825,Search for pair production of vectorlike quarks in the fully hadronic final state,Physical Review D,2019-10-08T00:00:00.000Z,10.1103/PhysRevD.100.072001,70,Austria,2019
PHYS,SCOPUS_ID:85074320825,2-s2.0-85074320825,Search for pair production of vectorlike quarks in the fully hadronic final state,Physical Review D,2019-10-08T00:00:00.000Z,10.1103/PhysRevD.100.072001,70,Belarus,2019
PHYS,SCOPUS_ID:85074320825,2-s2.0-85074320825,Search for pair production of vectorlike quarks in the fully hadronic final state,Physical Review D,2019-10-08T00:00:00.000Z,10.1103/PhysRevD.100.072001,70,Belgium,2019
PHYS,SCOPUS_ID:85074320825,2-s2.0-85074320825,Search for pair production of vectorlike quarks in the fully hadronic final state,Physical Review D,2019-10-08T00:00:00.000Z,10.1103/PhysRevD.100.072001,70,Brazil,2019
PHYS,SCOPUS_ID:85074320825,2-s2.0-85074320825,Search for pair production of vectorlike quarks in the fully hadronic final state,Physical Review D,2019-10-08T00:00:00.000Z,10.1103/PhysRevD.100.072001,70,Bulgaria,2019
PHYS,SCOPUS_ID:85074320825,2-s2.0-85074320825,Search for pair production of vectorlike quarks in the fully hadronic final state,Physical Review D,2019-10-08T00:00:00.000Z,10.1103/PhysRevD.100.072001,70,China,2019
PHYS,SCOPUS_ID:85074320825,2-s2.0-85074320825,Search for pair production of vectorlike quarks in the fully hadronic final state,Physical Review D,2019-10-08T00:00:00.000Z,10.1103/PhysRevD.100.072001,70,Colombia,2019
PHYS,SCOPUS_ID:85074320825,2-s2.0-85074320825,Search for pair production of vectorlike quarks in the fully hadronic final state,Physical Review D,2019-10-08T00:00:00.000Z,10.1103/PhysRevD.100.072001,70,Croatia,2019
PHYS,SCOPUS_ID:85074320825,2-s2.0-85074320825,Search for pair production of vectorlike quarks in the fully hadronic final state,Physical Review D,2019-10-08T00:00:00.000Z,10.1103/PhysRevD.100.072001,70,Cyprus,2019
PHYS,SCOPUS_ID:85074320825,2-s2.0-85074320825,Search for pair production of vectorlike quarks in the fully hadronic final state,Physical Review D,2019-10-08T00:00:00.000Z,10.1103/PhysRevD.100.072001,70,Czech Republic,2019
PHYS,SCOPUS_ID:85074320825,2-s2.0-85074320825,Search for pair production of vectorlike quarks in the fully hadronic final state,Physical Review D,2019-10-08T00:00:00.000Z,10.1103/PhysRevD.100.072001,70,Ecuador,2019
